File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cohort,Case,Type/CHW CHILLER 1,Reference Capacity/CHW CHILLER 1,Reference Efficiency/CHW CHILLER 1,Rated Capacity/CHW CHILLER 1,Rated Efficiency/CHW CHILLER 1,IPLV in SI Units/CHW CHILLER 1,Chiller Cooling Capacity,Occupied unmet heating hour,Occupied unmet cooling hour	,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Electricity:Facility [J](Hourly)
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 2043kW_8.44COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 2043kW_8.44COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 2043kW_8.44COP_Vanes,Chiller:Electric:ReformulatedEIR,2043100.0,8.44,1360891.56,6.62,6.42,3332332.97,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:44",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,25.26,51.46,0.0,1025.6,23792.96,0.0,29466.65,0.0,7853.93,9352.71,5240.56,0.0,0.0,0.0,0.0,0.0,42770.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,113182591.68868902
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 932kW_5.09COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 932kW_5.09COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 932kW_5.09COP_Vanes,Chiller:Electric:ReformulatedEIR,931900.0,5.09,950667.65,4.89,5.89,1582653.93,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:24",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.41,51.46,0.0,964.85,23792.96,0.0,29466.65,0.0,7853.93,6482.82,3668.07,0.0,0.0,0.0,0.0,0.0,42771.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,86579926.8629992
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 2124kW_6.03COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 2124kW_6.03COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 2124kW_6.03COP_Vanes,Chiller:Electric:ReformulatedEIR,2124000.0,6.03,1634210.38,5.59,4.82,3028073.07,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:45",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,27.76,51.46,0.0,953.63,23792.96,0.0,29466.65,0.0,7853.93,10871.91,6114.84,0.0,0.0,0.0,0.0,0.0,42771.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,127193001.3626636
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 3165kW_6.48COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 3165kW_6.48COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 3165kW_6.48COP_Vanes,Chiller:Electric:ReformulatedEIR,3165000.0,6.48,3214746.99,5.78,5.54,4172806.28,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:50",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,40.32,51.46,0.0,747.93,23792.96,0.0,29466.65,0.0,7853.92,18494.45,10372.96,0.0,0.0,0.0,0.0,0.0,42771.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,174513418.5080757
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 2462kW_6.67COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 2462kW_6.67COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 2462kW_6.67COP_Vanes,Chiller:Electric:ReformulatedEIR,2461600.0,6.67,2465263.78,6.18,5.66,3291638.47,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:48",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,32.64,51.46,0.0,902.68,23792.96,0.0,29466.65,0.0,7853.93,13814.95,7758.94,0.0,0.0,0.0,0.0,0.0,42771.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,141955195.73019624
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 4020kW_7.35COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 4020kW_7.35COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 4020kW_7.35COP_Vanes,Chiller:Electric:ReformulatedEIR,4019500.0,7.35,2221057.24,5.89,5.03,6032205.09,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:50",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,31.67,51.46,0.0,599.35,23792.96,0.0,29466.65,0.0,7853.92,13456.89,7517.77,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,132313331.47045791
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay WSC 1519kW_7.10COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay WSC 1519kW_7.10COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay WSC 1519kW_7.10COP_Vanes,Chiller:Electric:ReformulatedEIR,1519200.0,7.1,1014429.84,7.08,6.89,2166845.46,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:35",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,27.91,51.46,0.0,791.4,23792.96,0.0,29466.65,0.0,7853.93,11060.77,6230.86,0.0,0.0,0.0,0.0,0.0,42771.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,116400523.27347946
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay WDC 1973kW_6.28COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay WDC 1973kW_6.28COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay WDC 1973kW_6.28COP_Vanes,Chiller:Electric:ReformulatedEIR,1972800.0,6.28,1760791.48,6.11,7.43,2165948.11,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:42",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,30.69,51.46,0.0,860.95,23792.96,0.0,29466.65,0.0,7853.93,12671.56,7135.45,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,133722660.16625401
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay WSC 1751kW_6.73COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay WSC 1751kW_6.73COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay WSC 1751kW_6.73COP_Vanes,Chiller:Electric:ReformulatedEIR,1751300.0,6.73,1658644.34,6.12,6.43,2041174.79,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:36",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,30.84,51.46,0.0,995.27,23792.96,0.0,29466.65,0.0,7853.93,12671.58,7140.12,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,131886478.05201936
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Multistack MS 172kW_3.67COP_None/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Multistack MS 172kW_3.67COP_None,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Multistack MS 172kW_3.67COP_None,Chiller:Electric:ReformulatedEIR,172300.0,3.67,163708.12,3.14,3.43,352554.58,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:57",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,11.92,51.46,0.0,1022.35,23792.96,0.0,29466.65,0.0,7853.93,1414.34,784.9,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,50522681.90783054
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay WSC 471kW_5.89COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay WSC 471kW_5.89COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay WSC 471kW_5.89COP_Vanes,Chiller:Electric:ReformulatedEIR,471200.0,5.89,323477.53,5.65,4.83,588767.25,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 12:33",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,14.99,51.46,0.0,1830.73,23792.96,0.0,29466.65,0.0,7853.93,2704.46,1535.76,0.0,0.0,0.0,0.0,0.0,42771.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,70375235.5223175
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1372kW_7.49COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1372kW_7.49COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1372kW_7.49COP_Vanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CGWD 207kW_3.99COP_None/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CGWD 207kW_3.99COP_None,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CGWD 207kW_3.99COP_None,Chiller:Electric:ReformulatedEIR,207400.0,3.99,206773.45,3.94,4.83,413046.76,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:22",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,11.93,51.46,0.0,703.07,23792.96,0.0,29466.65,0.0,7853.93,1622.43,908.34,0.0,0.0,0.0,0.0,0.0,42771.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,48338414.78626762
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1080kW_7.39COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1080kW_7.39COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1080kW_7.39COP_Vanes,Chiller:Electric:ReformulatedEIR,1079600.0,7.39,1101645.21,7.56,7.59,1456413.34,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:26",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,23.86,51.46,0.0,619.09,23792.96,0.0,29466.65,0.0,7853.93,8764.62,4930.69,0.0,0.0,0.0,0.0,0.0,42770.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,100024580.65113789
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1125kW_4.89COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1125kW_4.89COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1125kW_4.89COP_Vanes,Chiller:Electric:ReformulatedEIR,1125300.0,4.89,1105879.61,5.97,7.0,1288361.05,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:27",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,16.08,51.46,0.0,1379.32,23792.96,0.0,29466.65,0.0,7853.93,3645.37,2064.9,0.0,0.0,0.0,0.0,0.0,42771.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,71855055.03774467
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay WSC 816kW_6.74COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay WSC 816kW_6.74COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay WSC 816kW_6.74COP_Vanes,Chiller:Electric:ReformulatedEIR,815800.0,6.74,578241.32,6.72,6.12,1124548.6,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:22",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,19.62,51.46,0.0,1420.27,23792.96,0.0,29466.65,0.0,7853.93,5716.21,3241.55,0.0,0.0,0.0,0.0,0.0,42771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,87566415.90124774
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1129kW_7.19COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1129kW_7.19COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1129kW_7.19COP_Vanes,Chiller:Electric:ReformulatedEIR,1128800.0,7.19,1145195.44,7.34,8.61,1276375.22,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:27",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.99,51.46,0.0,635.24,23792.96,0.0,29466.65,0.0,7853.92,7046.23,3972.92,0.0,0.0,0.0,0.0,0.0,42771.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,85834823.97803044
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1442kW_6.61COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1442kW_6.61COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1442kW_6.61COP_VSD,Chiller:Electric:ReformulatedEIR,1441800.0,6.61,1242776.17,5.88,8.49,2400129.05,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:33",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.83,51.46,0.0,683.56,23792.96,0.0,29466.65,0.0,7853.93,6918.53,3896.22,0.0,0.0,0.0,0.0,0.0,42771.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,87250508.90241492
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1758kW_5.96COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1758kW_5.96COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1758kW_5.96COP_Vanes,Chiller:Electric:ReformulatedEIR,1758300.0,5.96,1701989.7,5.98,5.6,3543412.82,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:38",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,30.99,51.46,0.0,891.65,23792.96,0.0,29466.65,0.0,7853.93,12812.94,7234.94,0.0,0.0,0.0,0.0,0.0,42771.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,129655449.8920795
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1407kW_7.14COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1407kW_7.14COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1407kW_7.14COP_VSD,Chiller:Electric:ReformulatedEIR,1406600.0,7.14,1145861.7,6.1,6.67,2720250.61,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:32",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,26.21,51.46,0.0,381.84,23792.96,0.0,29466.65,0.0,7853.93,10319.21,5797.55,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,107006809.44391893
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1484kW_9.96COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1484kW_9.96COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1484kW_9.96COP_VSD,Chiller:Electric:ReformulatedEIR,1484000.0,9.96,1805078.06,5.76,9.06,2614990.37,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:34",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,29.9,51.46,0.0,550.73,23792.96,0.0,29466.65,0.0,7853.93,12430.81,6944.5,0.0,0.0,0.0,0.0,0.0,42771.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,125145956.35835648
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHE 1329kW_5.38COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHE 1329kW_5.38COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHE 1329kW_5.38COP_Vanes,Chiller:Electric:ReformulatedEIR,1329300.0,5.38,1359749.59,5.38,5.34,2098847.52,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:31",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,25.52,51.46,0.0,775.39,23792.96,0.0,29466.65,0.0,7853.93,9638.67,5445.98,0.0,0.0,0.0,0.0,0.0,42771.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,105590598.5043554
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 2184kW_6.78COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 2184kW_6.78COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 2184kW_6.78COP_Vanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 1758kW_6.46COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 1758kW_6.46COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 1758kW_6.46COP_VSD,Chiller:Electric:ReformulatedEIR,1758300.0,6.46,1859036.99,6.7,5.94,2783220.02,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:38",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,24.02,51.46,0.0,993.93,23792.96,0.0,29466.65,0.0,7853.93,8615.53,4859.37,0.0,0.0,0.0,0.0,0.0,42771.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,103133527.091351
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 2043kW_9.08COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 2043kW_9.08COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 2043kW_9.08COP_Vanes,Chiller:Electric:ReformulatedEIR,2043100.0,9.08,2097953.14,6.91,7.68,3841429.09,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:44",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,35.24,51.46,0.0,759.52,23792.96,0.0,29466.65,0.0,7853.93,15475.92,8659.48,0.0,0.0,0.0,0.0,0.0,42771.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,146644219.9291385
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 1779kW_6.18COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 1779kW_6.18COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 1779kW_6.18COP_Vanes,Chiller:Electric:ReformulatedEIR,1779400.0,6.18,1837091.15,6.23,6.85,1984564.1,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:39",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,21.59,51.46,0.0,1181.97,23792.96,0.0,29466.65,0.0,7853.93,7046.41,3982.04,0.0,0.0,0.0,0.0,0.0,42770.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,93497884.20744202
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 1758kW_5.96COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 1758kW_5.96COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 1758kW_5.96COP_Vanes,Chiller:Electric:ReformulatedEIR,1758300.0,5.96,1846329.44,6.23,3.95,2802430.66,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:38",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,24.4,51.46,0.0,1345.79,23792.96,0.0,29466.65,0.0,7853.93,8615.55,4862.59,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,123785317.94733024
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 1681kW_6.59COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 1681kW_6.59COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 1681kW_6.59COP_Vanes,Chiller:Electric:ReformulatedEIR,1680900.0,6.59,1791054.63,6.47,6.43,1880006.33,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:36",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,21.48,51.46,0.0,1084.72,23792.96,0.0,29466.65,0.0,7853.93,7046.37,3978.92,0.0,0.0,0.0,0.0,0.0,42771.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,91694410.89853583
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Trane CVHF 4677kW_6.27COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Trane CVHF 4677kW_6.27COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Trane CVHF 4677kW_6.27COP_Vanes,Chiller:Electric:ReformulatedEIR,4677100.0,6.27,4748433.99,6.23,7.52,9252800.86,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:54",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,64.72,51.46,0.0,464.92,23792.96,0.0,29466.65,0.0,7853.93,33200.22,18617.33,0.0,0.0,0.0,0.0,0.0,42771.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,269865431.0848739
