File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,252874.84999999998,9628.33,5694.11,14740.46,0.0,73945.06,0.0,1881.35,0.0,0.0,0.0,0.0,146985.52,0.0,0.0,9628.33,5694.11,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,252654.41999999998,9509.34,5592.68,14740.46,0.0,73945.06,0.0,1881.35,0.0,0.0,0.0,0.0,146985.52,0.0,0.0,9509.34,5592.68,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,252472.40999999997,9412.76,5507.25,14740.46,0.0,73945.06,0.0,1881.35,0.0,0.0,0.0,0.0,146985.52,0.0,0.0,9412.76,5507.25,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,271436.52,17508.29,14099.11,14740.46,0.0,73945.06,0.0,6470.27,0.0,0.0,0.0,0.0,144673.33,0.0,0.0,17508.29,14099.11,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,269286.14,16494.35,12962.66,14740.46,0.0,73945.06,0.0,6470.27,0.0,0.0,0.0,0.0,144673.33,0.0,0.0,16494.35,12962.66,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,263414.72,15844.87,11240.01,14740.46,0.0,73945.06,0.0,2981.92,0.0,0.0,0.0,0.0,144662.39,0.0,0.0,15844.87,11240.01,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,262820.76,15783.51,10707.41,14740.46,0.0,73945.06,0.0,2981.92,0.0,0.0,0.0,0.0,144662.39,0.0,0.0,15783.51,10707.41,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,262449.62,15602.94,10516.84,14740.46,0.0,73945.06,0.0,2981.92,0.0,0.0,0.0,0.0,144662.39,0.0,0.0,15602.94,10516.84,0.00,0.00,59678.04,14267.02
CZ04/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,262142.38,15456.37,10356.18,14740.46,0.0,73945.06,0.0,2981.92,0.0,0.0,0.0,0.0,144662.39,0.0,0.0,15456.37,10356.18,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,257877.05,11718.15,6689.67,14740.46,0.0,73945.06,0.0,4077.17,0.0,0.0,0.0,0.0,146706.54,0.0,0.0,11718.15,6689.67,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,256630.36,11010.68,6150.45,14740.46,0.0,73945.06,0.0,4077.17,0.0,0.0,0.0,0.0,146706.54,0.0,0.0,11010.68,6150.45,0.00,0.00,59678.04,14267.02
CZ05/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,253192.53,10484.93,5417.72,14740.46,0.0,73945.06,0.0,1902.28,0.0,0.0,0.0,0.0,146702.08,0.0,0.0,10484.93,5417.72,0.00,0.00,59678.04,14267.02
