File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ08/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,38.05,33912.21,85.43,76132.23
CZ08/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,38.02,33879.19,85.32,76027.65
CZ08/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,37.99,33851.66,85.22,75940.45
CZ09/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,33.18,25521.64,67.56,51958.90
CZ09/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,32.79,25216.34,66.30,50991.31
CZ09/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,32.73,25177.14,66.14,50867.18
CZ09/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,32.71,25160.50,66.07,50814.45
CZ09/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,32.70,25146.78,66.01,50771.00
CZ09/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,39.86,35523.66,91.11,81189.44
CZ09/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,38.99,34746.92,88.35,78728.67
CZ09/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,38.88,34645.60,87.99,78407.81
CZ09/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,38.83,34601.92,87.83,78269.47
CZ09/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,38.79,34565.69,87.70,78154.73
CZ10/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,32.53,25016.76,65.57,50428.59
CZ10/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,32.34,24877.23,64.99,49986.40
CZ10/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,32.32,24859.84,64.92,49931.32
CZ10/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,32.31,24851.29,64.88,49904.22
CZ10/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,32.30,24844.15,64.86,49881.61
CZ10/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,38.77,34548.99,87.73,78177.62
CZ10/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,38.28,34109.48,86.17,76785.53
CZ10/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,38.21,34050.69,85.96,76599.34
CZ10/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,38.18,34022.63,85.86,76510.48
CZ10/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,38.15,33999.22,85.77,76436.34
CZ11/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,34.86,26809.37,72.69,55906.68
CZ11/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,34.24,26334.47,70.73,54401.91
CZ11/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,34.17,26282.30,70.52,54236.69
CZ11/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,34.14,26254.59,70.40,54148.92
CZ11/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,34.11,26231.67,70.31,54076.34
CZ11/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,43.17,38474.31,101.45,90404.11
CZ11/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,41.85,37293.36,97.25,86664.49
CZ11/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,41.69,37154.02,96.76,86223.20
CZ11/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,41.61,37081.31,96.50,85992.92
CZ11/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,41.54,37020.96,96.28,85801.81
CZ12/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,33.95,26108.24,69.48,53440.90
CZ12/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,33.59,25832.92,68.35,52567.76
CZ12/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,33.56,25812.87,68.26,52504.24
CZ12/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,33.54,25794.53,68.19,52446.16
CZ12/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,33.52,25779.46,68.13,52398.44
CZ12/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,41.18,36692.92,94.85,84520.76
CZ12/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,40.37,35979.20,92.31,82259.93
CZ12/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,40.30,35917.23,92.09,82063.70
CZ12/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,40.25,35866.95,91.91,81904.46
CZ12/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,40.20,35825.61,91.76,81773.53
CZ13/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,35.03,26941.56,73.44,56484.38
CZ13/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,34.33,26407.43,71.24,54792.71
CZ13/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,34.25,26344.56,70.98,54593.59
CZ13/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,34.21,26313.87,70.86,54496.39
CZ13/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,34.18,26288.46,70.75,54415.90
CZ13/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,43.56,38819.32,102.87,91667.21
CZ13/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,42.10,37514.27,98.23,87534.77
CZ13/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,41.92,37352.54,97.65,87022.55
CZ13/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,41.83,37274.10,97.37,86774.15
CZ13/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,41.75,37208.88,97.14,86567.59
CZ14/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,35.22,27088.54,73.87,56812.45
CZ14/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,34.61,26621.08,71.94,55332.60
