skip,case_name,:main_cool_coil_type,:chw_chiller_model,:chw_chiller_eir_fplr_type,:chw_chiller_cop,:chw_cooling_source,:chw_chiller_type,:chw_wc_option,:chw_pump_type,:chw_chiller_condenser,:cool_sizing_factor,:main_hvac_type,:heat_sizing_factor,:hvac_config,:main_atu_reheat_coil_type,:main_atu_reheat_control,:main_fan_rise,:main_heat_coil_type,:main_dx_type,:main_sat_reset_type,:main_sat_temp_max,:main_design_peak_load,:main_oa_econ_type,:main_cool_coil_cop,:main_dx_comp_speed,:main_cool_flow_min_frac,:main_unitary_no_load_flow_method,:main_fan_speed,:main_fan_motor_eff,:main_heat_coil_cop,:main_heat_coil_eff,:main_heat_flow_frac,:hw_boiler_eff,:chw_library_chiller_model,:chw_num_chillers
#,ReformEIRChiller York YT 2110kW_7.15COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YT 2110kW/7.15COP/Vanes,1
#,ReformEIRChiller McQuay PFH 2124kW_6.03COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller McQuay PFH 2124kW/6.03COP/Vanes,1
#,ReformEIRChiller York YK 2159kW_6.85COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2159kW/6.85COP/Vanes,1
#,ReformEIRChiller Trane CVHF 2184kW_6.78COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 2184kW/6.78COP/Vanes,1
#,ReformEIRChiller York YK 2201kW_6.69COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2201kW/6.69COP/Vanes,1
#,ReformEIRChiller York YT 2233kW_9.54COP_VSD,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YT 2233kW/9.54COP/VSD,1
#,ReformEIRChiller York YT 2233kW_9.54COP_VSD,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YT 2233kW/9.54COP/VSD,1
#,ReformEIRChiller York YK 2237kW_6.41COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2237kW/6.41COP/Vanes,1
#,ReformEIRChiller York YK 2275kW_6.32COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2275kW/6.32COP/Vanes,1
#,ReformEIRChiller York YK 2275kW_6.32COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2275kW/6.32COP/Vanes,1
#,ReformEIRChiller Trane CVHF 2300kW_8.10COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 2300kW/8.10COP/Vanes,1
#,ReformEIRChiller Trane CVHF 2317kW_6.33COP_VSD,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 2317kW/6.33COP/VSD,1
#,ReformEIRChiller Carrier 19XR 2391kW_6.77COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19XR 2391kW/6.77COP/Vanes,1
#,ReformEIRChiller Carrier 19XR 2391kW_6.44COP_VSD,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19XR 2391kW/6.44COP/VSD,1
#,ReformEIRChiller York YK 2412kW_5.58COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2412kW/5.58COP/Vanes,1
#,ReformEIRChiller McQuay PFH 2462kW_6.67COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller McQuay PFH 2462kW/6.67COP/Vanes,1
#,ReformEIRChiller Trane CVHG670-44&86 2490kW_6.5COP,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHG670-44&86 2490kW/6.5COP,1
#,ReformEIRChiller Trane CVHF 2567kW_11.77COP_VSD,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 2567kW/11.77COP/VSD,1
#,ReformEIRChiller York YK 2771kW_6.84COP_VSD,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 2771kW/6.84COP/VSD,1
#,ReformEIRChiller Trane CVHF 2799kW_6.40COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 2799kW/6.40COP/Vanes,1
#,ReformEIRChiller York YT 3133kW_9.16COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YT 3133kW/9.16COP/Vanes,1
#,ReformEIRChiller McQuay PFH 3165kW_6.48COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller McQuay PFH 3165kW/6.48COP/Vanes,1
#,ReformEIRChiller McQuay PFH 4020kW_7.35COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller McQuay PFH 4020kW/7.35COP/Vanes,1
#,ReformEIRChiller York YK 4396kW_6.63COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4396kW/6.63COP/Vanes,1
#,ReformEIRChiller York YK 4477kW_6.64COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4477kW/6.64COP/Vanes,1
#,ReformEIRChiller York YK 4515kW_6.22COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4515kW/6.22COP/Vanes,1
#,ReformEIRChiller York YK 4537kW_6.28COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4537kW/6.28COP/Vanes,1
#,ReformEIRChiller Trane CVHF 4610kW_6.34COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 4610kW/6.34COP/Vanes,1
#,ReformEIRChiller Carrier 19EX 4667kW_6.16COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19EX 4667kW/6.16COP/Vanes,1
#,ReformEIRChiller Trane CVHF 4677kW_6.27COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane CVHF 4677kW/6.27COP/Vanes,1
#,ReformEIRChiller York YK 4966kW_6.05COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4966kW/6.05COP/Vanes,1
#,ReformEIRChiller York YK 4969kW_7.14COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4969kW/7.14COP/Vanes,1
#,ReformEIRChiller York YK 4969kW_7.07COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 4969kW/7.07COP/Vanes,1
#,ReformEIRChiller Carrier 19EX 4997kW_6.40COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19EX 4997kW/6.40COP/Vanes,1
#,ReformEIRChiller Carrier 19EX 5148kW_6.34COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19EX 5148kW/6.34COP/Vanes,1
#,ReformEIRChiller York YK 5170kW_7.15COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 5170kW/7.15COP/Vanes,1
#,ReformEIRChiller Carrier 19EX 5208kW_6.88COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19EX 5208kW/6.88COP/Vanes,1
#,ReformEIRChiller York YK 5465kW_6.94COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 5465kW/6.94COP/Vanes,1
#,ReformEIRChiller York YK 5549kW_6.50COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YK 5549kW/6.50COP/Vanes,1
#,ReformEIRChiller Carrier 19FA 5651kW_5.50COP_Vanes,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 19FA 5651kW/5.50COP/Vanes,1
#,ReformEIRChiller Multistack MS 172kW_3.67COP_None,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Multistack MS 172kW/3.67COP/None,1
#,ReformEIRChiller Trane RTWA 383kW_4.17COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane RTWA 383kW/4.17COP/Valve,1
#,ReformEIRChiller Trane RTHB 531kW_4.83COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane RTHB 531kW/4.83COP/Valve,1
#,ReformEIRChiller Trane RTHB 538kW_5.12COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane RTHB 538kW/5.12COP/Valve,1
#,ReformEIRChiller Trane RTHB 542kW_5.26COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane RTHB 542kW/5.26COP/Valve,1
#,ReformEIRChiller York YS 672kW_7.90COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YS 672kW/7.90COP/Valve,1
#,ReformEIRChiller Carrier 23XL 686kW_5.91COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 23XL 686kW/5.91COP/Valve,1
#,ReformEIRChiller Trane RTHC 707kW_7.77COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Trane RTHC 707kW/7.77COP/Valve,1
#,ReformEIRChiller York YS 756kW_7.41COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YS 756kW/7.41COP/Valve,1
#,ReformEIRChiller York YS 781kW_5.42COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller York YS 781kW/5.42COP/Valve,1
#,ReformEIRChiller Carrier 23XL 830kW_6.97COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 23XL 830kW/6.97COP/Valve,1
#,ReformEIRChiller Carrier 23XL 862kW_6.11COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 23XL 862kW/6.11COP/Valve,1
#,ReformEIRChiller Carrier 23XL 862kW_6.84COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 23XL 862kW/6.84COP/Valve,1
#,ReformEIRChiller Carrier 23XL 865kW_6.05COP_Valve,WATER,,LeavingCondenserWaterTemperature,,CHILLER,ELECTRIC,Reformulated,VARIABLE,WATERCOOLED,1.15,MZ-VAV,1.25,FLOOR,WATER,DUAL-MAX-LIMIT,5.361969['in H2O'],WATER,PNNL,WARMEST-ZONE,60.0['F'],COINCIDENT,FIXED-DRY-BULB,,,,,VARIABLE,0.9,,,0.5,0.805,ReformEIRChiller Carrier 23XL 865kW/6.05COP/Valve,1
